Address	PostCode	Price	PropertyType
"9 The Dale, Citywest Village, Citywest"	CoDublin	295154.18	NewProperty
"93 Ballygossan Park, Golf Links Road, Skerries"	CoDublin	458149	NewProperty
"BALLYNAKELLY, NEWCASTLE"	D22	400000	SecondHand Property
"CINTRA, 14A GARVILLE RD, RATHGAR "	D6	1550000	SecondHand Property
"PADUA, 106 ELM MOUNT AVE, BEAUMONT "	D9	370000	SecondHand Property
"YALE 6, ARDILEA, 4"	D14	990000	SecondHand Property
"49 TUDOR LAWNS, FOXROCK, 8"	D18	176666.66	SecondHand Property
"1 WATERSIDE RISE, SWORDS RD, MALAHIDE"	CoDublin	348000	SecondHand Property
"10 White Pines Heights, White Pines, Stocking Avenue"	D16	405192	NewProperty
"10 White Pines Meadow, White Pines, Stocking Avenue"	D16	410200	NewProperty
"11 The Dale, Citywest Village, Citywest"	CoDublin	286343	NewProperty
"12 White Pines Drive, White Pines, Stocking Avenue"	D16	410192	NewProperty
"12 White Pines Heights, White Pines, Stocking Avenue"	D16	405192	NewProperty
"125 DARGAN BUILDING, HEUSTON SQ, "	D8	375000	SecondHand Property
"126 LARAGHCON, LUCAN"	CoDublin	410000	SecondHand Property
"126 MILL PARK, OLD NANGOR RD, CLONDALKIN 2"	D22	230000	SecondHand Property
"13 LINNETFIELDS SQ, BLANCHARDSTOWN, 5"	D15	215000	SecondHand Property
"13 MOYNIHAN COURT, MAIN STREET, TALLAGHT"	CoDublin	167000	SecondHand Property
"13 White Pines Court, White Pines, Stocking Avenue"	D16	420192	NewProperty
"13 White Pines Heights, White Pines, Stocking Avenue"	D16	420192	NewProperty
"13 White Pines Meadow, White Pines, Stocking Avenue"	D16	405192	NewProperty
"14 ABBEYLANDS, LUSK VILLAGE"	CoDublin	260000	SecondHand Property
"14 White Pines Court, White Pines, Stocking Avenue"	D16	405192	NewProperty
"14 White Pines Meadow, White Pines, Stocking Avenue"	D16	405192	NewProperty
"15 Elder Heath Walk, Elder Heath, Kiltipper Road"	D24	259912	NewProperty
"16 CLONUSKE PARK, HAMLET LANE, BALBRIGGAN"	CoDublin	185000	SecondHand Property
"16 White Pines Drive, White Pines, Stocking Avenue"	D16	410192	NewProperty
"161 FINGLAS PARK, 1"	D11	327000	SecondHand Property
"17 White Pines Drive, White Pines, Stocking Avenue"	D16	410192	NewProperty
"18 STOCKING WD GRN, STOCKING AVE, RATHFARNHAM 6"	D15	465000	SecondHand Property
"18 White Pines Heights, White Pines, Stocking Avenue"	D16	405192	NewProperty
"19 ABBEYDALE RISE, LUCAN"	CoDublin	313300	SecondHand Property
"19 GLENCAIRN LAWN, LEOPARDSTOWN, 8"	D18	525000	SecondHand Property
"1C WARRINGTON MEWS, DONABATE, "	CoDublin	245000	SecondHand Property
"20 SUSSEX RD, DONNYBROOK, "	D4	570000	SecondHand Property
"20 White Pines Heights, White Pines, Stocking Avenue"	D16	405192	NewProperty
"20 White Pines Meadows, Stocking Avene, Rathfarnham"	D6	365638	NewProperty
"21 MONTPELIER GARDENS, INFIRMARY RD, "	D7	432770	SecondHand Property
"21 White Pines Heights, White Pines, Stocking Avenue"	D16	420192	NewProperty
"22 ORMOND GROVE, SWORDS"	CoDublin	320000	SecondHand Property
"23 White Pines Court, White Pines, Stocking Avenue"	D16	420192	NewProperty
"23 White Pines Heights, White Pines, Stocking Avenue"	D16	420192	NewProperty
"24 White Pines Court, White Pines, Stocking Avenue"	D16	405192	NewProperty
"25 ELM RD, DONNYCARNEY, "	D9	335000	SecondHand Property
"25 White Pines Court, White Pines, Stocking Avenue"	D16	420192	NewProperty
"25 White Pines Heights, White Pines, Stocking Avenue"	D16	420192	NewProperty
"29 GEORGIAN VILLAGE, CASTLEKNOCK, 5"	D15	1575000	SecondHand Property
"30 Millers Avenue, Millers Glen, Swords"	CoDublin	299559	NewProperty
"30 White Pines Court, White Pines, Stocking Avenue"	D16	405192	NewProperty
"32 White Pines Court, White Pines, Stocking Avenue"	D16	405192	NewProperty
"34 BROOKVILLE PARK, COOLOCK, "	D5	200000	SecondHand Property
"36 LINDISFARNE GROVE, CLONDALKIN, 2"	D22	210000	SecondHand Property
"38 PARK VIEW, RATHBORNE, RIVER RD 5"	D15	330000	SecondHand Property
"39 FAIRLAWN RD, FINGLAS STH, 1"	D11	190000	SecondHand Property
"4 AMYIONS SQUARE, "	CoDublin	276000	SecondHand Property
"4 GLENBOURNE CRESCENT, LEOPARDSTOWN VALLEY, BALLYOGAN"	D18	485000	SecondHand Property
"4 St. Helen;s Downs, St. Helen's, Adamstown Lucan"	CoDublin	259911.89	NewProperty
"43 SUNDALE PARADE, JOBSTOWN, TALLAGHT 4"	D24	210000	SecondHand Property
"5 White Pines Grove, White Pines, Stocking Avenue"	D16	420192	NewProperty
"53 BALLSBRIDGE WOOD, SHELBOURNE RD, BALLSBRIDGE"	D4	490000	SecondHand Property
"53 MILLBANK, THE LINKS, PORTMARNOCK"	D13	240000	SecondHand Property
"53 MOUNT BELLEW CRESCENT, LUCAN"	CoDublin	280000	SecondHand Property
"55 HOLLYBANK AVE LOWER, RANELAGH, "	D6	815000	SecondHand Property
"6 White Pines Heights, White Pines, Stocking Avenue"	D16	405192	NewProperty
"7 MONTPELIER GARDENS, Off Infirmary Road, "	D7	460000	SecondHand Property
"7 PORTERSGATE COURT, CLONSILLA, 5"	D15	310000	SecondHand Property
"7 White Pines Grove, White Pines, Stocking Avenue"	D16	420192	NewProperty
"72 ADELAIDE SQ, WHITE FRIAR ST, "	D8	425000	SecondHand Property
"8 White Pines Meadow, White Pines, Stocking Avenue"	D16	410192	NewProperty
"83 BALLYGALL CRESCENT, BALLYGALL, 1"	D11	125000	SecondHand Property
"86 HUNTERS WALK, HUNTERS WOOD, BALLYCULLEN 4"	D24	330000	SecondHand Property
"88 CHERRYWOOD GROVE, CLONDALKIN, 2"	D22	270050	SecondHand Property
"9 BURLEIGH COURT, BURLINGTON RD, "	D4	755000	SecondHand Property
"9 White Pines Meadow, White Pines, Stocking Avenue"	D16	410192	NewProperty
"ALTA, ST FINTANS RD, SUTTON 3"	D13	1650000	SecondHand Property
"APT 2 THE COLDWATER LAKE SUITES, SAGGART, "	CoDublin	164000	SecondHand Property
"BARNAGEERAGH HOUSE, BARNAGEERAGH, BALBRIGGAN"	CoDublin	643000	SecondHand Property
"MOYVILLA, BURROW ROAD, PORTRANE"	CoDublin	550000	SecondHand Property
"ROCK EDGE, KNOCK NA CREE RD, DALKEY"	CoDublin	1400000	SecondHand Property
"THE WILLOWS, SKERRIES RD, RUSH"	CoDublin	357000	SecondHand Property
"1 DEERPARK LODGE, KILTIPPER RD, TALLAGHT 4"	D24	155000	SecondHand Property
"10 CASHEL AVE, CRUMLIN, 2"	D12	330000	SecondHand Property
"108 RATHGAR RD, APT 4, RATHGAR "	D6	382500	SecondHand Property
"115 CELTIC PARK AVE, WHITEHALL, "	D9	415000	SecondHand Property
"116 SUTTON PARK, SUTTON, "	D13	561000	SecondHand Property
"12 OCONNELL GARDENS, SANDYMOUNT, "	D4	575000	SecondHand Property
"13 PROBY PARK, BARNHILL RD, DALKEY"	CoDublin	550000	SecondHand Property
"14 Elder Heath Downs, Elder Heath, Kiltipper Road"	D24	237885.46	NewProperty
"140 BEAUMONT RD, WHITEHALL, "	D9	315000	SecondHand Property
"15 GLENTOW ROAD, WHITEHALL, "	D9	50000	SecondHand Property
"155 WALKINSTOWN PARK, WALKINSTOWN, 2"	D12	160000	SecondHand Property
"18 Ely Square, Nutgrove Avenue, Rathfarnham"	CoDublin	550660.79	NewProperty
"18 st helens downs, st helens, adamstown"	CoDublin	264317	NewProperty
"19 LORETO AVE, RATHFARNHAM, 4"	D14	80000	SecondHand Property
"2 EATON WOOD AVE, SHANKILL"	D18	460000	SecondHand Property
"21 OXMANSTOWN ROAD, "	D7	385000	SecondHand Property
"21 Somerton Way, Newcastle Road, Lucan"	CoDublin	414096.91	NewProperty
"24A GLENPARK CLOSE, PALMERSTOWN, 0"	CoDublin	80000	NewProperty
"25 MARYLAND, SHANKILL, 8"	D18	310000	SecondHand Property
"27 MCKELVEY RD, FINGLAS EAST, 1"	D11	228000	SecondHand Property
"27 Pelletstown Avenue, Royal Canal Park, Ratoath Road"	D15	444933.92	NewProperty
"27 SORENTO COURT, DALKY"	CoDublin	479000	SecondHand Property
"29 HARMONEY AVE, DONNYBROOK, "	D4	500000	SecondHand Property
"32 SYNGE STREET, PORTOBELLO, "	D8	900000	SecondHand Property
"39 WAINSFORT MANOR CRESCENT, TERENURE, W"	CoDublin	555000	SecondHand Property
"44 BAYSIDE WALK, SUTTON, 3"	D13	425000	SecondHand Property
"52 CASTLECURRAGH HEATH, MULHUDDART, 5"	D15	135000	SecondHand Property
"56 THE SANDERLING, BARNAGEERAGH COVE, SKERRIES"	CoDublin	330000	SecondHand Property
"61 COPPINGER GLADE, BLACKROCK"	CoDublin	585000	SecondHand Property
"62 SHANLISS RD, SANTRY, "	D9	365000	SecondHand Property
"65 Drynam Avenue, Kettles Lane, Kinsealy"	CoDublin	295153	NewProperty
"7 VILLA PARK DR, NAVAN RD, "	D7	450000	SecondHand Property
"73 KILFENORA ROAD, KIMMAGE, 2"	D12	208000	SecondHand Property
"78 THE WATER WAYS, ROYAL CANAL COURT, ASHTOWN 5"	D15	330000	SecondHand Property
"8 St. Helen's Walk, St. Helens, Adamstown"	CoDublin	270925.1	NewProperty
"81 PARKLANDS, NORTHWOOD, SANTRY "	D9	227000	SecondHand Property
"81 SWEEPSTAKES, BALLSBRIDGE PARK, "	D4	525000	SecondHand Property
"81STONEPARK ABBEY, GRANGE RD, RATHFARNHAM 4"	D14	600000	SecondHand Property
"88 LONGWOOD PARK, RATHFARNHAM, 4"	D14	500000	SecondHand Property
"8A BELFIELD COURT, STILLORGAN RD, DONNYBROOK "	D4	290000	SecondHand Property
"9 RAMLEH HALL, CONVENT AVE, MOUNT ST ANNES "	D6	490000	SecondHand Property
"99 MILLRACE RD, PHOENIX PARK RACECOURSE, CASTLEKNOCK"	D15	312000	SecondHand Property
"APT 1, 108 RATHGAR RD, RATHGAR "	D6	382500	SecondHand Property
"APT 20 BLOCK J HANOVER, FORBES ST, "	D2	860000	SecondHand Property
"APT 205, TUSKAR ROCK, CUSTOM HOUSE HARBOUR "	D1	320000	SecondHand Property
"APT 2, 108 RATHGAR ROAD, "	CoDublin	382500	SecondHand Property
"APT 3, 108 RATHGAR RD, RATHGAR "	D6	382500	SecondHand Property
"APT 3, 33 MOUNTJOY SQ"	D1	230000	SecondHand Property
"APT 62 BERESFORD HOUSE, CUSTOMER HOUSE SQUARE, "	CoDublin	361000	SecondHand Property
"BALLYEDMONDUFF LODGE, STEPASIDE, 8"	D18	760000	SecondHand Property
"EATON BRAE HOUSE, SHANKILL, 8"	D18	850000	SecondHand Property
"SAINTBURY, SAINTBURY AVE, KILLINEY"	CoDublin	2275000	SecondHand Property
"1 Temple Woods, Greenhills Road, Tallaght"	D24	330396.47	NewProperty
"11 STRUAN GLEN, ENNISKERRY ROAD, KILTERNAN"	CoDublin	655506.6	NewProperty
"110 BLOCK E, WESTEND GATE, COOKSTOWN WAY TALLAGHT"	D15	205000	SecondHand Property
"128 HUNTSTOWN WOOD, CLONSILLA, 5"	D15	216500	SecondHand Property
"14 HOGAN SQ, 24 28 HOGAN PLACE, "	D2	440000	SecondHand Property
"14 MONKSTOWN ROAD, BLACKROCK, "	CoDublin	730000	SecondHand Property
"143 WINDMILL PARK, CRUMLIN, 2"	D12	273000	SecondHand Property
"145 SEAMOUNT, STILLORGAN RD, MOUNT MERRION"	CoDublin	400000	SecondHand Property
"15 CLOISTER GROVE, CARYSFORT AVE, BLACKROCK"	CoDublin	770000	SecondHand Property
"150 MILLRACE RD, PHOENIX PARK RACECOURSE, CASTLEKNOCK 5"	D15	470000	SecondHand Property
"157 ST MARGARETS ROAD, HAMPTON WOOD, FINGLAS"	CoDublin	260000	SecondHand Property
"17 BELGRAVE MEWS, CASTLEWOOD AVE, RATHMINES "	D6	420000	SecondHand Property
"18 Parkside Gardens, Balgriffin, 3"	D13	290748.88	NewProperty
"18 The Hil 1, City West Village, City West"	D24	310572	NewProperty
"19 Rathborne Square, Rathborne, Ashborne"	CoDublin	321600	NewProperty
"26 BLOCK A, THE BOTTLEWORKS, DERMOT OHURLEY AVE "	D4	420000	SecondHand Property
"26 Larkfield Heath, Clay Farm, Leopardstown"	D18	541850.22	NewProperty
"27 KINVARA DR, NAVAN RD, "	D7	400000	SecondHand Property
"28 NEWCASTLE BOULEVARD, NEWCASTLE, "	CoDublin	190800	SecondHand Property
"29 KNOCKMAREE, ST LAURENCES RD, CHAPELIZOD 0"	D20	346000	SecondHand Property
"30 RAVENSWOOD VIEW, HARTSTOWN, 5"	D15	244000	SecondHand Property
"32 ROSEMOUNT PARK, DUNDRUM, 4"	D14	525000	SecondHand Property
"32 THE RAMPARTS, BRAY RD, CABINTEELY 8"	D18	285000	SecondHand Property
"32 WOODBANK AVE, VALLEY PARK, FINGLAS SOUTH"	D15	227500	SecondHand Property
"37 St. Pancras Avenue, Mount Tallant Avenue, Terenure"	D6	722467	NewProperty
"37, CLEGGAN PARK, BALLYFERMOT 0"	D10	95000	SecondHand Property
"4 Elder Heath Downs, Elder Heath, Kiltipper Road"	D24	273128	NewProperty
"45 Ashfield Avenue, Ridgewood, Swords"	CoDublin	354650	NewProperty
"45 STEPHENS ROAD, INCHICORE, "	CoDublin	400000	SecondHand Property
"49 SAINT JOHNS CRESCENT, CLONDALKIN, 2"	CoDublin	250000	SecondHand Property
"5 The Dale, Citywest Village, Citywest"	D24	286343	NewProperty
"66 MEADOW COPSE, CLONSILLA, 5"	D15	271000	SecondHand Property
"7 BELVEDERE SQ, BELVEDERE COURT"	D1	250000	SecondHand Property
"71 THE ORCHARD, GREENWOOD, 3"	D13	195000	SecondHand Property
"73 HYDE SQ, SOUTH CIRCULAR RD, "	D8	350000	SecondHand Property
"8 BELVEDERE SQ, BELVEDERE COURT"	D1	250000	SecondHand Property
"85 ST ANNES PARK, SHANKILL"	D18	449500	SecondHand Property
"95 CHERRY GARTH, RIVERVALLEY, SWORDS"	CoDublin	275000	SecondHand Property
"ANN MOUNT HOUSE, BOHERNABREENA, GLENASMOLE"	CoDublin	257000	SecondHand Property
"APARTMENT 1, 10 TALBOT STREET, "	D1	700000	SecondHand Property
"APARTMENT 54, BLOCK B, SMITHFIELD MARKET SQUARE"	CoDublin	415000	SecondHand Property
"Apartment 6 Garland Court, Abbey Street, Howth"	CoDublin	286343.61	NewProperty
"APT 1, 136 THOMAS ST, "	D8	225000	SecondHand Property
"Apt 85, Eustace Court, Cualanor"	CoDublin	480075	NewProperty
"FLAT 1, 2 CLONMORE VILLAS, BALLYBOUGH"	D3	550000	SecondHand Property
"GREENHILLS, STOCKHOLE, CLOGHRAN"	CoDublin	200000	SecondHand Property
"1 A EMMET STREET, "	D1	325000	SecondHand Property
"1 BRECAN PLACE, CHAPEL STREET, BALBRIGGAN"	CoDublin	120000	SecondHand Property
"1 GLENVILLE WAY, COOLMINE RD, 5"	D15	480000	SecondHand Property
"1 The Green, Scholarstown Wood, Scholarstown Road"	D16	572687	NewProperty
"11 CASTLELAND PARK WAY, BALBRIGGAN"	CoDublin	275000	SecondHand Property
"117 GRANGE ABBEY CRESCENT, DONAGHMEDE, 3"	D13	270000	SecondHand Property
"12 Kenure Gate, Rush"	CoDublin	295100	NewProperty
"12 RIALTO COTTAGES, RIALTO, "	D8	347500	SecondHand Property
"14 GLENMURRY PARK, MANOR ESTATE, TERENURE 2"	D12	610000	SecondHand Property
"15 Waterside Green, Waterside, Swords Road"	CoDublin	237885	NewProperty
"16 ODONOVAN RD, SOUTH CIRCULAR RD, "	D8	400000	SecondHand Property
"16 Somerton Way, Newcastle Road, Lucan"	CoDublin	440528.63	NewProperty
"17 WATERSIDE CRESCENT, SWORDS RD, MALAHIDE"	CoDublin	485000	SecondHand Property
"18 BALLYSHANNON AVE, COOLOCK, "	D5	255000	SecondHand Property
"19 ELY SQUARE, RATHFARNHAM, 4"	D14	550660	NewProperty
"19 Parkside Gardens, Balgriffin, 3"	D13	251100	NewProperty
"2 BRECAN PLACE, CHAPEL STREET, BALBRIGGAN"	CoDublin	120000	SecondHand Property
"2 LAKELANDS AVE, KILMACUD RD UPPER, BLACKROCK"	CoDublin	767147	SecondHand Property
"2 TURRET RD, PALMERSTOWN, 0"	D20	395000	SecondHand Property
"21 THE HILL, WOODPARK, BALLINTEER 6"	D16	472500	SecondHand Property
"22 ALL HALLOWS SQ, GRIFFITH AVE, DRUMCONDRA "	D9	430000	SecondHand Property
"22 ESKER DR, LUCAN"	CoDublin	230000	SecondHand Property
"23 Somerton Way, Newcastle Road, Lucan"	CoDublin	409691.62	NewProperty
"24 FERNCOURT VIEW, FIRHOUSE, 4"	D24	375000	SecondHand Property
"25 FINN EBER SQ, FINN EBER FORT, FINGLAS 1"	D11	205000	SecondHand Property
"25 HAZEL GROVE COURT, TALLAGHT"	D24	125000	SecondHand Property
"25 RATHBORNE VALE, RATHBORNE, ASHTOWN"	D15	286344	NewProperty
"25 SPRINGLAWN COURT, BLANCHARDSTOWN, 5"	D15	345000	SecondHand Property
"26 CLONTARF RD, CLONTARF, "	D3	740000	SecondHand Property
"27 Marrsfield Avenue, Clongriffin"	D13	343700	NewProperty
"29 Beechwood Heath, Beechwood Hansfield, 5"	CoDublin	427313	NewProperty
"3 BRECAN HOUSE, DROGHEDA STREET, BALBRIGGAN"	CoDublin	120000	SecondHand Property
"3 BRECAN PLACE, CHAPLE ST, BALBRIGGAN"	CoDublin	120000	SecondHand Property
"3 ROYAL OAK COTTAGE, COOLOCK LANE, 7"	D17	285000	SecondHand Property
"3 Shackleton Wood, Shackleton Park, Lucan"	CoDublin	312775	NewProperty
"31 ASHFORD ST, "	D7	280000	SecondHand Property
"31 INCHICORE RD, "	D8	385000	SecondHand Property
"32 Saint Pancras, Mount Tallant Avenue, Terenure"	D6	801762	NewProperty
"34A ROSEMOUNT EST, DUNDRUM, 4"	D14	482000	SecondHand Property
"37 PINEWOODS, GREENPARK, CLONDALKIN 2"	D22	324000	SecondHand Property
"37 THE OLD DISTILLERY, BERESFORD STREET, "	CoDublin	295000	SecondHand Property
"39 SHANGAN GARDENS, BALLYMUN, "	D9	185000	SecondHand Property
"4 BRECAN HOUSE, DROGHEDA STREET, BALBRIGGAN "	CoDublin	120000	SecondHand Property
"4 BRECAN PLACE, CHAPEL STREET, BALBRIGGAN"	CoDublin	120000	SecondHand Property
"49 TYMONVILLE RD, TALLAGHT, 4"	D24	294000	SecondHand Property
"5 BRECAN PLACE, CHAPEL STREET, BALBRIGGAN"	CoDublin	120000	SecondHand Property
"5 SCRIBES COURT, LUSK VILLAGE"	CoDublin	260000	SecondHand Property
"5 WOODLAWN VIEW, SANTRY, "	D17	385000	SecondHand Property
"55 Ardsolus, Old Naas Road, Brownsbarn"	CoDublin	295154	NewProperty
"55 BANNOW RD, CABRA, "	D7	295000	SecondHand Property
"6 BRECAN PLCE, CHAPEL STREET, BALBRIGGAN"	CoDublin	120000	SecondHand Property
"6 CURRAGH HALL RD, TYRRELSTOWN, 5"	D15	215000	SecondHand Property
"6 Dodderbrook Walk, Ballycullen, 4"	D24	350220	NewProperty
"64 MEADOWVIEW GROVE, HILLCREST, LUCAN"	CoDublin	305000	SecondHand Property
"65 PROSPECT HILL, BLOCK 1, THE IONA FINGLAS"	D11	210000	SecondHand Property
"66 Millers Avenue, Millers Glen, Swords"	CoDublin	312775	NewProperty
"7 ASHFORD, GRIFFITH AVE, GLASNEVIN 1"	D11	196000	SecondHand Property
"7 BRECAN PLACE, CHAPEL STREET, BALBRIGGAN"	CoDublin	120000	SecondHand Property
"7 Elderheath Downs, Kiltipper, 4"	CoDublin	264317	NewProperty
"7 THE HIBERNIAN, THE GAS WORKS, BARROW STREET"	D3	350000	SecondHand Property
"77 WALSH RD, DRUMCONDRA, "	D9	330000	SecondHand Property
"8 BRECAN PLACE, CHAPEL STREET, BALBRIGGAN"	CoDublin	120000	SecondHand Property
"88 MCKEE RD, FINGLAS"	D11	200000	SecondHand Property
"9 Ballintyre Grove, Block 6, Ballinteer"	CoDublin	160000	NewProperty
"APT 304 GRACEPARK MANOR, DRUMCONDRA, "	CoDublin	357000	SecondHand Property
"APT 35, MANOR HALL, MOUNT BROWN "	D8	285000	SecondHand Property
"APT 36, GRAND CANAL WHARF, RINGSEND RD "	D4	440000	SecondHand Property
"Apt. 1, Brecan House, Drogheda Street"	CoDublin	105000	NewProperty
"Apt. 2, Brecan House, Drogheda Street"	CoDublin	120000	NewProperty
"CARAGH, SAGGART"	D24	352500	SecondHand Property
"OLD DUBLIN RD, TALLAGHT CITY"	D15	185000	SecondHand Property
"1 BROOKFIELD, MOUNT MERRION AVENUE, BLACKROCK"	CoDublin	1350000	SecondHand Property
"10 KILCRONAN AVE, CLONDALKIN, 2"	D22	215000	SecondHand Property
"10 St. Helen's Walk, St. Helen's, Adamstown"	CoDublin	306167	NewProperty
"104 MERIDIAN COURT, ROYAL CANAL PARK, RATOATH RD 5"	D7	302000	SecondHand Property
"11 BOROIMHE ASPEN, SWORDS"	CoDublin	295000	SecondHand Property
"111 BUTTERCUP PK, DARNDALE, 7"	D17	87500	SecondHand Property
"12 ELDER HEATH DOWNS, ELDER HEATH, KILTIPPER ROAD"	CoDublin	237885.46	NewProperty
"12 MOUNT GARRETT CLOSE, TYRRELSTOWN, 5"	D15	233000	SecondHand Property
"12 TAYLOR HILL GREEN, NAUL ROAD, BALBRIGGAN"	CoDublin	348017.62	NewProperty
"148 PALMERSTOWN WOODS, CLONDALKIN, 2"	D22	279000	SecondHand Property
"15 ST PETERS TERRACE, HAMPTON ST, BALBRIGGAN"	CoDublin	258000	SecondHand Property
"17 TURVEY CLOSE, DONABATE"	CoDublin	160000	SecondHand Property
"18 ELLESMERE AVE, NORTH CIRCULAR RD, "	D7	515000	SecondHand Property
"18 Whitegable, Swords Road, Malahide"	CoDublin	656387.66	NewProperty
"181 ST COLUMBANUS RD, MILLTOWN, 4"	D14	515000	SecondHand Property
"194 TEMPLE COURT, NORTHWOOD, SANTRY "	D9	247000	SecondHand Property
"1B LANESVILLE AVE, GLENAGEARY, DUNLAOGHAIRE"	CoDublin	590000	SecondHand Property
"2 CASTLEKEEP, BALROTHERY, BALBRIGGAN"	CoDublin	212500	SecondHand Property
"2 CLIFFLANDS, RUSH"	CoDublin	515000	SecondHand Property
"20 HOLLYBROOK GROVE, CLONTARF, "	D3	575000	SecondHand Property
"21 HAZELWOOD AVE, HARTSTOWN, CLONSILLA 5"	D15	275000	SecondHand Property
"21 SYNGE ST, PORTOBELLO "	D8	1055000	SecondHand Property
"22 BELLTREE PLACE, CLONGRIFFIN"	D13	330023.4	NewProperty
"22 Creston Avenue, St. Margaret's Road, Finglas"	D11	276786.46	NewProperty
"22 DUN EMER VIEW, LUSK, "	CoDublin	350000	SecondHand Property
"22 GRANGE VIEW WAY, CLONDALKIN, 2"	D22	275000	SecondHand Property
"23 Creston Avenue, St. Margaret's Road, Finglas"	D11	268279.26	NewProperty
"23 LAMBAY VIEW, SKERRIES RD, RUSH"	CoDublin	345000	SecondHand Property
"23 LANSDOWNE VALLEY PARK, DRIMNAGH, 2"	D15	350000	SecondHand Property
"24 Creston Avenue, St. Margaret's Road, Finglas"	D11	186074.88	NewProperty
"24 JULIET SQ, ST EDMUNDS, PALMERSTOWN 0"	D20	286000	SecondHand Property
"24 ORCHARDSTOWN PARK, RATHFARNHAM, 4"	D14	550000	SecondHand Property
"25 CLOGHER RD, CRUMLIN, 2"	D12	338000	SecondHand Property
"26 BELGREE BOULEVARD, TYRELLSTOWN, 5"	CoDublin	272000	SecondHand Property
"26 Rathborne Vale, Ashtown"	CoDublin	286343.6	NewProperty
"27 RIVERSIDE, CLONDALKIN, 2"	D22	199950	SecondHand Property
"275 KILDARE RD, CRUMLIN, 2"	D12	287000	SecondHand Property
"29 WOODSIDE DR, CASTLE PARK, RATHFARNHAM 4"	D14	1400000	SecondHand Property
"2D RATHBORNE WAY, ASHTOWN, 5"	D15	290000	SecondHand Property
"3 CATHERINE'S CLOSE, CARMAN'S HALL, FRANCIS STREET"	CoDublin	272000	SecondHand Property
"3 MOREHAMPTON TERRACE, DONNYBROOK, "	D4	750000	SecondHand Property
"32 ARKLOW STREET, STONEYBATTER, "	CoDublin	325000	SecondHand Property
"34 THE COURT, LARCHILL, OSCAIR TRAYNOR RD"	D17	230000	SecondHand Property
"35 HOLLYBROOK RD, CLONTARF, "	D3	1050000	SecondHand Property
"35 MILLSTEAD, BLANCHARDSTOWN, 5"	D15	345500	SecondHand Property
"36 BEECHDALE RD, BALLYCULLEN, FIRHOUSE 4"	D24	375000	SecondHand Property
"4 BIGGER RD, WALKINSTOWN, 2"	D12	380000	SecondHand Property
"4 BROOKWOOD GLEN, KILLESTER, "	D5	580000	SecondHand Property
"4 Lanesville Grove, Monsktown, "	CoDublin	524229.07	NewProperty
"4 WARRENSTOWN ROW, BLANCHARDSTOWN, 5"	D15	250000	SecondHand Property
"40 PALMER PARK, BALLYBODEN, 6"	D16	340000	SecondHand Property
"42 ARRAN AVE LOUGHLINSTOWN, LOUGHLINSTOWN"	D18	315000	SecondHand Property
"45 ANNER RD, INCHICORE, "	D8	398000	SecondHand Property
"46 BRACKENWOOD AVE, FLEMINGTON, BALBRIGGAN"	CoDublin	170000	SecondHand Property
"48 OLCOVAR RD, SHANKILL 8"	D18	320000	SecondHand Property
"5 GAZELLE LANE, TYRRELSTOWN, 5"	D15	250000	SecondHand Property
"5 MILLBROOK DR, DONAGHMEDE, 3"	D13	290000	SecondHand Property
"5 St Helen's Downs, St Helen's, Adamstown"	CoDublin	255506	NewProperty
"50 LANESBOROUGH MEWS, ST MARGARETS RD, FINGLAS 1"	D11	245000	SecondHand Property
"51 ADAMSTOWN AVE, ADAMSTOWN"	CoDublin	270000	SecondHand Property
"51 OLCOVAR RD, SHANKILL"	D18	390000	SecondHand Property
"52 Creston Avenue, St. Margaret's Road, Finglas"	D11	194885.45	NewProperty
"52 Millers Avenue, Millers Glen, swords"	CoDublin	360000	NewProperty
"53 Creston Avenue, St. Margaret's Road, Finglas"	D11	268279.26	NewProperty
"54 Creston Avenue, St. Margaret's Road, Finglas"	D11	276786.46	NewProperty
"55 Creston Avenue, St. Margaret's Road, Finglas"	D11	238231.68	NewProperty
"56 Creston Avenue, St. Margaret's Road, Finglas"	D11	238231.68	NewProperty
"57 Creston Avenue, St. Margaret's Road, Finglas"	D11	238231.68	NewProperty
"58 Creston Avenue, St. Margaret's Road, Finglas"	D11	238231.68	NewProperty
"59 Creston Avenue, St. Margaret's Road, Finglas"	D11	238231.68	NewProperty
"6 Elder Heath Downs, Elder Heath, Kiltipper Road"	CoDublin	233550	NewProperty
"6 MOUNT PLEASANT PARADE, RANELAGH, "	D6	800000	SecondHand Property
"60 Creston Avenue, St. Margaret's Road, Finglas"	D11	238231.68	NewProperty
"61 Creston Avenue, St. Margaret's Road, Finglas"	D11	216205.25	NewProperty
"62 Creston Avenue, St. Margaret's Road, Finglas"	D11	216205.25	NewProperty
"63 Creston Avenue, St. Margaret's Road, Finglas"	D11	216205.25	NewProperty
"63 INNISMORE, CRUMLIN, 2"	D12	355000	SecondHand Property
"63 KILBARRON AVENUE, COOLOCK, "	D5	213581.82	SecondHand Property
"64 Creston Avenue, St. Margaret's Road, Finglas"	D11	216205.25	NewProperty
"64 THE MALTHOUSE, MARROWBONE LANE, "	D8	240536.73	SecondHand Property
"65 Creston Avenue, St. Margaret's Road, Finglas"	D11	255757.01	NewProperty
"66 Creston Avenue, St. Margaret's Road, Finglas"	CoDublin	255757.01	NewProperty
