Address	PostCode	Price	PropertyType
"36 Northwood Green, Santry"	D9	205035.24	NewProperty
"37 Northwood Green, Santry"	D9	142632.6	NewProperty
"38 Northwood Green, Santry"	D9	205035.24	NewProperty
"4 GLENCAIRN OAKS, THE GALLOPS, LEOPARDSTOWN 8"	D18	465000	SecondHand Property
"43 LANESBOROUGH MEWS, MEAKSTOWN, FINGLAS 1"	D11	198000	SecondHand Property
"48A WILLOW PARK RD, GLASNEVIN, 1"	D11	152000	SecondHand Property
"5 NEW ROW, CHAPELIZOD, 0"	D20	310000	SecondHand Property
"5 SANDYCOVE AVE WEST, SANDYCOVE"	CoDublin	1485000	SecondHand Property
"5 ST MAIGNENNS, TERRACE, OLD KILMAINHAM RD "	D8	393000	SecondHand Property
"52  SHREWSBURY, DONNYBROOK CASTLE, "	D4	141000	SecondHand Property
"59 ROWLAGH AVE, CLONDALKIN, 4"	D22	238000	SecondHand Property
"59 SALTHILL APTS, SALTHILL, DUN LAOGHAOIRE"	CoDublin	470000	SecondHand Property
"64 GROVE PARK AVENUE, BALLYMUN, 1"	D11	403000	SecondHand Property
"7 FINN ST, "	D7	325000	SecondHand Property
"8 Cedarview, Northwood, Santry Demense"	CoDublin	485000	NewProperty
"8 HANSTED DALE, LUCAN"	CoDublin	235000	SecondHand Property
"89 BROOMBRIDGE RD, CABRA WEST, "	D7	340000	SecondHand Property
"9 HAGANS COURT, BAGGOT ST LOWER, "	D2	59600	SecondHand Property
"Apartment 20 Ardilaun Court, Sybil Hill Road, Raheny"	D5	427113.13	NewProperty
"APT 132 TEMPLE COURT, NORTHWOOD, SANTRY"	CoDublin	270000	SecondHand Property
"APT 17, 18 LOWER BAGGOT STREET, "	D2	1350000	SecondHand Property
"APT 6 IVY COURT, BLOCK B IVY COURT COMPLEX, HARCOURT RD "	D2	400000	SecondHand Property
"GLENBEG, ST THOMAS RD, MT MERRION"	CoDublin	1350000	SecondHand Property
"11 BALLYOWEN SQ, BALLYOWEN LANE, LUCAN"	CoDublin	278000	SecondHand Property
"111 WESTEND VILLAGE, BLANCHARDSTOWN, 5"	D15	220000	SecondHand Property
"12 ELMFIELD DR, CLAREHALL, DONAGHMEDE 3"	D13	375000	SecondHand Property
"12 Paarkside Row, Malahide Road, 7"	D17	330396	NewProperty
"12 The Dale, Citywest Village, 4"	D24	295154	NewProperty
"121 NUTGROVE AVE, RATHFARNHAM, 4"	D14	350000	SecondHand Property
"13 TURVEY PARK, DONABATE"	CoDublin	165000	SecondHand Property
"15 ELM MOUNT AVE, BEAUMONT, "	D9	390000	SecondHand Property
"15 WASHINGTON PARK, RATHFARNHAM, 4"	D14	705000	SecondHand Property
"16 NEWLANDS PARK, CLONDALKIN, 2"	D22	482000	SecondHand Property
"16 RUSSELL AVE, EAST WALL, "	D3	325000	SecondHand Property
"16D PARK LANE, SANDYMOUNT, "	D4	870000	SecondHand Property
"19 WILLOW BANK, SANDYFORD RD, DUNDRUM 4"	D16	395000	SecondHand Property
"22 PEARSE BROTHERS PARK, TAYLORS LANE, RATHFARNHAM 6"	D16	390000	SecondHand Property
"22 Taylor Hill Walk, Naul Road, Balbriggan"	CoDublin	268722	NewProperty
"222A MILLBROOK AVE, RAHENY, 3"	D13	320000	SecondHand Property
"30 THE RISE, MOUNT MERRION"	CoDublin	1100000	SecondHand Property
"33 BLACKHALL SQ, NORTH KING ST, SMITHFIELD "	D7	272500	SecondHand Property
"4 BROOK HOUSE, RICHMOND RD, "	D3	253000	SecondHand Property
"44, CONVENT LAWNS, KYLEMORE ROAD BALLYFERMOT"	D10	110000	SecondHand Property
"45 ANNAGH COURT, WATERVILLE, BLANCHARDSTOWN"	CoDublin	255000	SecondHand Property
"47 HERBERTON DR, RIALTO, "	D12	443000	SecondHand Property
"5 KINVARA DR, NAVAN RD, "	D7	535000	SecondHand Property
"51, EMMET ROAD, INCHICORE "	D8	96600	SecondHand Property
"55 DEERPARK CLOSE, TALLAGHT, 4"	D24	189000	SecondHand Property
"64 PROSPECT AVE, GLASNEVIN, "	D9	400000	SecondHand Property
"64 STANNAWAY RD, CRUMLIN, 2"	D12	310000	SecondHand Property
"67 GRANGE PARK RD, RAHENY, "	D5	8000	SecondHand Property
"69 DRYNAM AVENUE, KETTLES LANE, KINSEALY"	CoDublin	339207	NewProperty
"7 ADAMSTOWN WAY, ADAMSTOWN"	CoDublin	227500	SecondHand Property
"7 The Dale, Citywest Village, Citywest"	CoDublin	295154	NewProperty
"7 WALKERS COURT, MOUNTPLEASANT PLACE, RANELAGH "	D6	505000	SecondHand Property
"75 CONQUER HILL RD, CLONTARF"	D3	220000	SecondHand Property
"8 ST GALLS GARDENS, MILLTOWN, 4"	D14	485000	SecondHand Property
"81 PARK AVE, BRACKENSTOWN, SWORDS"	CoDublin	312000	SecondHand Property
"83 Drynam Avenue, Kettle's Lane, Kinsealy"	CoDublin	295153	NewProperty
"92 ALDERPARK COURT, TALLAGHT, 4"	D24	228000	SecondHand Property
"AMBERLEY, 2 KILLINEY MEATH, KILLINEY"	CoDublin	1300000	SecondHand Property
"APARTMENT 129 SEAPARK, MOUNT PROSPECT AVENUE, CLONTARF"	CoDublin	317000	SecondHand Property
"Apartment 14, Ardilaun Court, Sybill Hill Road"	D5	414096	NewProperty
"APT 23, THE FORUM, BALLYMOSS RD 8"	D18	305000	SecondHand Property
"APT 3 BLOCK 9, GALLERY QUAY, GRAND CANAL DOCK"	D2	475000	SecondHand Property
"APT 3, 436 NORTH CIRCULAR RD, "	D7	185000	SecondHand Property
"APT 79, KNOCKMAREE, ST LAURENCES RD 0"	D20	240000	SecondHand Property
"GATE LODGE, AUBURN, HOWTH RD CLONTARF"	CoDublin	302000	SecondHand Property
"RATHNORE, BRENNANSTOWN RD, 8"	D18	1750000	SecondHand Property
"1 Kenure Gate, Park Road, Rush"	CoDublin	343612.33	NewProperty
"1 PHOENIX ST, INCHICORE, 0"	D10	242000	SecondHand Property
"10 Diswellstown Grove, Castleknock, 5"	D15	524229	NewProperty
"10 GLEN AVE, THE PARK, CABINTEELY 8"	D18	650000	SecondHand Property
"11 MILLRACE WALK, SAGGART"	D24	237000	SecondHand Property
"11 NORTH ST, ONGAR VILLAGE, 5"	D15	225000	SecondHand Property
"16 DUNARD, SWORDS ROAD, MALAHIDE"	CoDublin	530000	SecondHand Property
"16 The Close, Scholarstown Wood, Rathfarnham"	D16	458150	NewProperty
19 GOATSTOWN RD	D14	551500	SecondHand Property
"2 Kenure Gate, Park Road, Rush"	CoDublin	298550	NewProperty
"21 SWIFTBROOK DR, TALLAGHT, 4"	D24	215000	SecondHand Property
"23 GRANGE HOUSE, TAYLORS HILL, RATHFARNHAM 6"	D16	287500	SecondHand Property
"26 ELMPARK AVE, RANELAGH, "	D6	290418	SecondHand Property
"261 KIMMAGE RD LOWER, W"	CoDublin	480000	SecondHand Property
"28 Cedarview, Northwood, Santry"	D9	436122	NewProperty
"29 LANSDOWN VALLEY BLOCK A, SLIEVEBLOOM RD, CRUMLIN 2"	D12	182000	SecondHand Property
"31 HOLYWELL SQ, KINSEALY, SWORDS"	CoDublin	290000	SecondHand Property
"32 HADDON ROAD, CLONTARF, "	D3	1120000	SecondHand Property
"33 LEIGHLIN RD, CRUMLIN, 2"	D12	240000	SecondHand Property
"35 ALEN HALL, BELGARD SQ, TALLAGHT 4"	D24	225000	SecondHand Property
"35 LISSADEL RD, DRIMNAGH"	D12	295000	SecondHand Property
"36 SONESTA, MALAHIDE"	CoDublin	400000	SecondHand Property
"39 ASHINGTON COURT, NAVAN RD, "	D7	428000	SecondHand Property
4 JUGBACK CLOSE SWORDS	CoDublin	57346.83	SecondHand Property
"4 ORBEY VIEW, THE GALLOPS, LEOPARDSTOWN"	D18	270000	SecondHand Property
"4 STELLA AVE, GLASNEVIN, "	D9	457500	SecondHand Property
"43 KINGS COURT, PARNELL ST, "	D1	326000	SecondHand Property
"49 STRATFORD HAVEN, ORWELL RD, "	D6	435000	SecondHand Property
"5 Rathmill Glen, Rathmill Manor, Rathcoole"	CoDublin	348017	NewProperty
"51 BEAUVALE PARK, ARTANE, "	D5	265000	SecondHand Property
"637 WHITECHURCH RD, BALLYBODEN, RATHFARNHAM 6"	D16	200000	SecondHand Property
"65 BELARMINE PLAZA, ENNISEKERRY RD, STEPASIDE 8"	D18	325000	SecondHand Property
"8 HASTINGS AVE HAMLET LANE, BALBRIGGAN"	CoDublin	192000	SecondHand Property
"8 HOLYWELL VIEW, FELTRIM HALL"	CoDublin	309000	SecondHand Property
"APT 1 5 RAILWAY RD, BEAUPARK, CLONGRIFFIN 3"	D13	272500	SecondHand Property
"APT 22, ROYAL CANAL COURT, THE WATERWAYS ASHTOWN 5"	D15	320000	NewProperty
"APT 33, THE STRAND, 149 NORTH STRAND RD"	CoDublin	216000	SecondHand Property
"APT 62, 16 KINGS INNS ST, "	D1	260000	SecondHand Property
"BARRAMAINE, SURGALSTOWN, SWORDS"	CoDublin	517000	SecondHand Property
"DEANSTOWN, SWORDS"	CoDublin	530000	SecondHand Property
"DUNROVIN, DONABATE"	CoDublin	1225000	SecondHand Property
"LANGFORD HOUSE, GLENAGEARY WOODS, GLENAGEARY"	CoDublin	950000	SecondHand Property
"1 BLOYKE, BULLOCH HARBOUR, DALKEY"	CoDublin	1140000	SecondHand Property
"10 Longview Square, Miller's Glen, Swords"	CoDublin	317180.62	NewProperty
"101 HUNTERS HILL, BALLYCULLEN RD, 4"	D24	272000	SecondHand Property
"102 RED ARCHES RD, BALDOYLE"	D13	330396.48	NewProperty
"103 HAMPTON WOOD RD, ST MARGARETS RD, FINGLAS 1"	D11	209000	SecondHand Property
"105 KEEPER RD, 2"	D12	242000	SecondHand Property
"107 HAZELBURY PARK, CLONEE, 5"	D15	270000	SecondHand Property
"109 RED ARCHES RD, BALDOYLE"	D13	312775.33	NewProperty
"11 MORROW HOUSE, MYRTLE, BALDOYLE 3"	D13	330396.48	NewProperty
"12 RADCLIFFE APTS RD, SUTTON 3"	D13	383000	SecondHand Property
"122 NORTHUMBERLANDS, MOUNT ST UPPER, "	D7	405000	SecondHand Property
"14 PARKER HOUSE, MYRTLE, BALDOYLE 3"	D13	207048.46	NewProperty
"14 SWEETMAN HOUSE, MYRTLE, BALDOYLE 3"	D13	215859.03	NewProperty
"15 CARDIFF CASTLE RD, FINGLAS WEST, CASTLE RD 1"	D11	311000	SecondHand Property
"15 HAZELBURY PARK, PHIBBLESTOWN, CLONEE 5"	D15	330000	SecondHand Property
"15 RED ARCHES PARK, BALDOYLE, 3"	D13	317180.62	NewProperty
"15 SWEETMAN HOUSE, MYRTLE, BALDOYLE 3"	D13	215859.03	NewProperty
"157 ST JAMES RD, WALKINSTOWN, 2"	D12	422000	SecondHand Property
"16 Ardilaun Court, Sybil Hill Road, Raheny"	CoDublin	405286.34	NewProperty
"160 CARROW RD, DRIMNAGH, 2"	D12	235000	SecondHand Property
"17 KILWARDEN COURT, BOOT RD, CLONDALKIN 2"	D22	195000	SecondHand Property
"17 MORROW HOUSE, MYRTLE, BALDOYLE 3"	D13	330396.48	NewProperty
"17 SWEETMAN HOUSE, MYRTLE, BALDOYLE 3"	D13	185022.03	NewProperty
"17 TALAVERA HOUSE, BALDOYLE, 3"	D13	330396.48	NewProperty
"17 WHITE PINES HEIGHTS, STOCKING AVENUE, RATHFARNHAM"	CoDublin	440484.58	NewProperty
"18 ST IGNATIUS RD, PHIBSBORO "	D7	460000	SecondHand Property
"18 SWEETMAN HOUSE, MYRTLE, BALDOYLE 3"	D13	215859.03	NewProperty
"18 TALAVERA HOUSE, BALDOYLE, 3"	D13	330396.48	NewProperty
"189 BROADMEADOWS, SWORDS"	CoDublin	320000	SecondHand Property
"19 MYRTLE HOUSE, MYRTLE, BALDOYLE 3"	D13	185022.03	NewProperty
"19 RED ARCHES DRIVE, BALDOYLE, 3"	D13	317180.62	NewProperty
"19 SWEETMAN HOUSE, MYRTLE, BALDOYLE 3"	D13	215859.03	NewProperty
"19 WAINSFORT MANOR GROVE, TERENURE, MANOR GROVE W"	CoDublin	305000	SecondHand Property
"2 ENNAFORT GROVE, RAHENY, "	D5	721550	SecondHand Property
"20 BOYD HOUSE, MYRTLE, BALDOYLE 3"	D13	299559.47	NewProperty
"20 Grangeabbey, Monkstown, "	CoDublin	546255	NewProperty
"20 MYRTLE HOUSE, MYRTLE, BALDOYLE 3"	D13	185022.03	NewProperty
"20 RED ARCHES CLOSE, BALDOYLE, 3"	D13	176211.45	NewProperty
"20 SWEETMAN HOUSE, MYRTLE, BALDOYLE 3"	D13	185022.03	NewProperty
"21 MYRTLE HOUSE, MYRTLE, BALDOYLE 3"	D13	237885.46	NewProperty
"21 SWEETMAN HOUSE, MYRTLE, BALDOYLE 3"	D13	185022.03	NewProperty
"216 BALROTHERY EST, TALLAGHT, 4"	D24	307500	SecondHand Property
"22 PLUNKETT RD, FINGLAS WEST, 1"	D11	265000	SecondHand Property
"22 SWEETMAN HOUSE, MYRTLE, BALDOYLE 3"	D13	215859.03	NewProperty
"22 WESTBROOK DR, BALBRIGGAN"	CoDublin	252000	SecondHand Property
"221 CHARLOTTE QUAY DOCK, "	D4	310000	SecondHand Property
"23 MYRTLE HOUSE, MYRTLE, BALDOYLE 3"	D13	185022.03	NewProperty
"23 SWEETMAN HOUSE, MYRTLE, BALDOYLE 3"	D13	207048.46	NewProperty
"24 CHURCH AVE, RIALTO, "	D8	425000	SecondHand Property
"24 SWEETMAN HOUSE, MYRTLE, BALDOYLE 3"	D13	176211.45	NewProperty
"25 SWEETMAN HOUSE, MYRTLE, BALDOYLE 3"	D13	207048.46	NewProperty
"26 CARYSFORT WOODS, BLACKROCK"	CoDublin	825000	SecondHand Property
"26 PARKER HOUSE, MYRTLE, BALDOYLE 3"	D13	207048.46	NewProperty
"27 SWEETMAN HOUSE, MYRTLE, BALDOYLE 3"	D13	207048.46	NewProperty
"28 TALAVERA HOUSE, MYRTLE, BALDOYLE 3"	D13	299559.47	NewProperty
"29 SWEETMAN HOUSE, MYRTLE, BALDOYLE 3"	D13	176211.45	NewProperty
"3 RED ARCHES PARK, BALDOYLE"	D13	176211.45	NewProperty
"3 THE ROSEFINCH, BARNAGEERAGH COVE, SKERRIES"	CoDublin	374500	SecondHand Property
"30 PROSPECT AVE, PROSPECT MANOR, RATHFARNHAM 6"	D16	476000	SecondHand Property
"30 RED ARCHES CLOSE, BALDOYLE, 3"	D13	176211.45	NewProperty
"30 SWEETMAN HOUSE, MYRTLE, BALDOYLE 3"	D13	176211.45	NewProperty
"31 MYRTLE HOUSE, MYRTLE, BALDOYLE 3"	D13	185022.03	NewProperty
"31 RED ARCHES CLOSE, BALDOYLE, 3"	D13	317180.62	NewProperty
"32 CASTLEPARK RESIDENCE, CASTELPARK ROAD, DALKEY"	CoDublin	385000	SecondHand Property
"32 SHELERIN RD, CLONSILLA, BLANCHARDSTOWN 5"	D15	369000	SecondHand Property
"33 NEWMARKET SQ, WARDS HILL, "	D8	330000	SecondHand Property
"33 SWEETMAN HOUSE, MYRTLE, BALDOYLE 3"	D13	229074.89	NewProperty
"36 COLHURST CRESCENT, LUCAN"	CoDublin	300000	SecondHand Property
"4 HOLYWELL CRESCENT SOUTH, FELTRIM RD, SWORDS"	CoDublin	215000	SecondHand Property
"4 Shackleton Mews, Shackleton Park, Lucan"	CoDublin	321585.9	NewProperty
"4 TALAVERA HOUSE, MYRTLE, BALDOYLE 3"	D13	207048.46	NewProperty
"4 The Dale, Citywest Village, Citywest"	CoDublin	310573	NewProperty
"40 MORROR HOUSE, THE COAST, BALDOYLE"	D13	308370.04	NewProperty
"40 MYRTLE HOUSE, MYRTLE, BALDOYLE 3"	D13	185022.03	NewProperty
"41 BALLINTYRE MEADOWS, BALLINTEER AVE, 6"	D16	499000	SecondHand Property
"41 PARKVALE, BALDOYLE, 3"	D13	380000	SecondHand Property
"42 MYRTLE HOUSE, MYRTLE, BALDOYLE 3"	D13	189427.31	NewProperty
"42 SWEETMAN HOUSE LONGFIELD RD, THE COAST BALDOYLE, 3"	D13	193000	SecondHand Property
"42 THIRD AVE, SEVILLE PLACE, "	D1	203000	SecondHand Property
"43 SWEETMAN HOUSE, MYRTLE, BALDOYLE 3"	D13	176211.45	NewProperty
"45 SWEETMAN HOUSE, MYRTLE, BALDOYLE 3"	D13	207048.46	NewProperty
"46 CARRIGMORE GARDENS, FORTUNESTOWN LANE, SAGGART"	CoDublin	225000	SecondHand Property
"49 WILLIAM BLIGH, THE GASWORKS, BARROW ST"	D4	481345	SecondHand Property
"5 Greygates Hall, Mount Merrion"	CoDublin	405286	NewProperty
"50 HUNTERS WALK, HUNTERSWOOD, 4"	D24	385000	SecondHand Property
"50 MORROW HOUSE, MYRTLE, BALDOYLE 3"	D13	215859.03	NewProperty
"505 HOWTH RD, RAHENY, "	D5	705000	SecondHand Property
"52 Larkfield Heath, Clay Farm, Leopardstown"	D18	550660	NewProperty
"54 MILLERS AVENUE, MILLERS GLEN, SWORDS"	CoDublin	330396.47	NewProperty
"55 SWEETMAN HOUSE, MYRTLE, BALDOYLE 3"	D13	176211.45	NewProperty
"56 SWEETMAN HOUSE, MYRTLE, BALDOYLE 3"	D13	176211.45	NewProperty
"57 BUNRATTY AVE, "	D17	245000	SecondHand Property
"58 ELM RD, DONNYCARNEY, "	D9	380000	SecondHand Property
"59 MERIDIAN COURT, ROYAL CANAL PARK, ASHTOWN"	CoDublin	200000	SecondHand Property
"6 Northwood Green, Santry, "	D9	365638	NewProperty
"61 Wilkins Court, Limekiln lane, 2"	D12	438325	NewProperty
"69 THE PRIORY, GRANGE RD, RATHFARNHAM 6"	D16	750000	SecondHand Property
"7 CASTLEFIELD WAY, KNOCKLYON, 6"	D16	340000	SecondHand Property
"7 HEIDELBERG, ARDILEA, 4"	D14	1100000	SecondHand Property
"7 RED ARCHES PARK, BALDOYLE, 3"	D13	317180.62	NewProperty
"7 TALAVERA HOUSE, MYRTLE, BALDOYLE 3"	D13	330396.48	NewProperty
"70 BAILE NA LAOCHRA, POPPINTREE, BALLYMUN"	D11	156563	NewProperty
"71 FOXWOOD, SWORDS"	CoDublin	280000	SecondHand Property
"71 ST JOSEPHS PL, NELSON ST, "	D7	320000	NewProperty
"73 PREMIER SQ, FINGLAS RD, 1"	D11	220000	SecondHand Property
"77 LIMEKILN AVE, WALKINSTOWN, 2"	D12	410000	SecondHand Property
"77 SLIEVEMORE RD, DRIMNAGH, 2"	D12	255000	SecondHand Property
"8 OLD RECTORY PARK, TANEY RD, DUNDRUM 4"	D14	633000	SecondHand Property
"8 TALAVERA HOUSE, BALDOYLE, 3"	D13	330396.48	NewProperty
"86 Ballygossan Park, Golf Links Road, Skerries"	CoDublin	317179	NewProperty
"87 Ballygossan Park, Golf Links Road, Skerries"	CoDublin	308371	NewProperty
"88 RED ARCHES RD, BALDOYLE"	D13	237885.46	NewProperty
"89 RED ARCHES RD, BALDOYLE"	D13	237885.46	NewProperty
"9 BANCROFT PARK, TALLAGHT, 4"	D24	430000	SecondHand Property
"9 KNOCKLYON DR, 6"	D16	500000	SecondHand Property
"9 ROBIN HILL, SANDYFORD RD, 6"	D16	375000	SecondHand Property
"91 RED ARCHES RD, BALDOYLE"	D13	237885.46	NewProperty
"97 RED ARCHES RD, BALDOYLE"	D13	312775.33	NewProperty
"Apartment 58, Ardilaun Court, Sybil Hill Road"	CoDublin	440528.63	NewProperty
"SALVATION HOUSE, CHAPEL HILL, LUCAN"	CoDublin	260000	SecondHand Property
"1 Fairway Drive, Cualanor, Upper Glenageary Road"	CoDublin	762286	NewProperty
"1 St. Agnes Court, Balfe Road, Crumlin"	D12	398000	NewProperty
"10 GRANGE HOUSE, TAYLORS HILL, RATHFARNHAM 6"	D16	275000	SecondHand Property
"10 HOLYWELL DRIVE, FELTRIM RD, SWORDS"	D15	301000	SecondHand Property
"10 ONTARIO TERRACE, PORTOBELLO, "	D6	1410000	SecondHand Property
"10 PARKMORE DR, TERENURE, W"	CoDublin	775000	SecondHand Property
"10 St. Agnes Court, Balfe Road, Crumlin"	D12	398000	NewProperty
"10 The Dale, Citywest Village, Citywest"	CoDublin	309665.2	NewProperty
"105 EDGEWOOD LAWNS, BLANCHARDSTOWN, 5"	D15	258000	SecondHand Property
"107 PALMERSTOWN AVE, PALMERSTOWN, 0"	D20	295000	SecondHand Property
"11 FERNWOOD COURT, SPRINGFIELD, TALLAGHT"	D24	180000	SecondHand Property
"11 LONGVIEW SQUARE, MILLERS GLEN, SWORDS"	CoDublin	308370	NewProperty
"11 St. Agnes Court, Balfe Road, Crumlin"	D12	398000	NewProperty
"11 THE MOORINGS, FITZWILLIAM QUAY"	CoDublin	245000	SecondHand Property
"110 BACHELORS WALK APTS, BACHELORS WALK, "	D1	233000	SecondHand Property
"118 SMITHFIELD VILLAGE, SMITHFIELD, "	CoDublin	340000	SecondHand Property
"12 St. Agnes Court, Balfe Road, Crumlin"	D12	398000	NewProperty
"13 St. Agnes Court, Balfe Road, Crumlin"	D12	398000	NewProperty
"13 WILLSBROOK CRESCENT, LUCAN"	CoDublin	415000	SecondHand Property
"136 THE HARDWICK, NORTH BRUNSWICK ST, "	CoDublin	250000	SecondHand Property
"14 Belltree Green, Belltree, Clongriffin"	D8	321585	NewProperty
"14 LEOPARDSTOWN AVE, STILLORGAN"	CoDublin	800000	SecondHand Property
"14 St. Agnes Court, Balfe Road, Crumlin"	D12	398000	NewProperty
"14 THE PARK, HUNTERS RUN, CLONEE 5"	D15	391000	SecondHand Property
"147 CASHEL RD, CRUMLIN, 2"	D12	320000	SecondHand Property
"15 HOLLYBANK AVE LOWER, RANELAGH, "	D6	1100000	SecondHand Property
"15 St. Agnes Court, Balfe Road, Crumlin"	D12	398000	NewProperty
"16 GLENAVON PK, BALLYBRACK"	CoDublin	290000	SecondHand Property
"16 KINGSLAND, DONABATE, "	CoDublin	378854	NewProperty
"16 Somerton Copse, Newcastle Road, Lucan"	CoDublin	312775	NewProperty
"18 ST JOHNS CLOSE, CLONDALKIN, 2"	D22	223000	SecondHand Property
"184 CRUMLIN ROAD, CRUMLIN, 2"	CoDublin	230000	SecondHand Property
"2 CARRIGMORE PLACE, SAGGART, "	CoDublin	307000	SecondHand Property
"2 Elder Heath View, Elder Heath, Kiltipper Road"	CoDublin	295154.18	NewProperty
"2 St Agnes Court, Balfe Road, Crumlin"	D12	398000	NewProperty
"2 ST MARYS'S PLACE, HOWTH, "	D13	280000	SecondHand Property
"2 ST PATRICKS VIEW, FINGALS CAVE, SKERRIES"	CoDublin	285000	SecondHand Property
"20 COWPER DOWNS, RATHMINES, "	D6	630000	SecondHand Property
"20 CRAWFORD AVE, GLASNEVIN, "	D9	700000	SecondHand Property
"24 BATH AVE GARDENS, "	D4	670000	SecondHand Property
"24 GOLDSMITH HALL, COLLEGEWOOD, CASTLEKNOCK 5"	D15	280000	SecondHand Property
"24 THE SANDERLING, BARNAGEERAGH COVE, SKERRIES"	CoDublin	310000	SecondHand Property
"27 Somerton Way, Newcastle Road, Lucan"	CoDublin	409691.63	NewProperty
"28 BRAEMOR DR, CHURCHTOWN, 4"	D14	495000	SecondHand Property
"28 FORGE COURT, THE FORGE, LUSK"	CoDublin	286353.6	NewProperty
"29 BRACKEN PARK DRIVE, CARPENTERSTOWN ROAD, CASTLEKNOCK"	CoDublin	765000	SecondHand Property
"2D RATHBORNE DR, RATHBORNE, 5"	D15	305000	SecondHand Property
"3 Belltree Green, Belltree, Clongriffin"	D13	352422	NewProperty
"3 RHODAVILLE PLACE, MOUNTPLEASANT AVENUE LOWER, "	D6	1145374	NewProperty
"3 St Agnes Court, Balfe Road, Crumlin"	D12	398000	NewProperty
"30 BALLYNEETY RD, BALLYFERMOT"	D10	212000	SecondHand Property
31 PORTMARNOCK CRESENT PORYMARNOCK	D13	410000	SecondHand Property
"32 COLLEGE GT, TOWNSEND ST, "	D2	330000	SecondHand Property
"324 GALTYMORE RD, DRIMNAGH, 2"	D12	310000	SecondHand Property
"34 MOORFIELD DR, CLONDALKIN, 2"	D22	220000	SecondHand Property
"36 LEOPARDSTOWN AVE, BLACKROCK"	CoDublin	745000	SecondHand Property
"368 BACHELORS WALK, LOTTS LANE"	D1	238000	SecondHand Property
"37 BELARMINE VALE, ENNISKERRY RD, STEPASIDE 8"	D18	415000	SecondHand Property
"39 THE KITTIWAKE, BARNAGEERAGH COVE, SKERRIES"	CoDublin	375000	SecondHand Property
"4 St. Agnes Court, Balfe Road, Crumlin"	D12	398000	NewProperty
"40 Larkfield Heath, Clay Farm, Leopardstown"	D18	515419	NewProperty
"41 OAKDALE CLOSE, BALLYCULLEN, 4"	D24	155000	SecondHand Property
"42 GLENEAGLE HOUSE, THE OAKS, RIDGEWOOD"	CoDublin	245000	SecondHand Property
"44 WOODFIELD, RATHFARNHAM, 6"	D16	435000	SecondHand Property
"48 CARMANS HALL, ASH ST, "	D8	238000	SecondHand Property
"5 Ballycullen Green, Old Court Road, Ballycullen"	D24	367625	NewProperty
"5 CARRICKMINES CHASE, CARRICKMINES WOOD, 8"	D18	635000	SecondHand Property
"5 St. Agnes Court, Balfe Road, Crumlin"	D12	398000	NewProperty
"50 BELGROVE PARK, CLONTARF, "	D3	350000	SecondHand Property
"50 WOODBROOK CRESCENT, RIVERWOOD ROAD, CASTLEKNOCK"	D15	265000	SecondHand Property
"55 GLENN RIBH, LUSK, "	CoDublin	232000	SecondHand Property
"56 ROYAL CANAL COURT, RATHBOURNE DR, ASHTOWN 5"	D15	251101	SecondHand Property
"6 CASTLEPARK, WHITEHALL ROAD, CHURCHTOWN"	D14	484582	NewProperty
"6 Park View, Hansfield Wood, Hansfield"	D15	321585	NewProperty
"60 Wilkins Court, Limekiln Lane, 2"	CoDublin	436123	NewProperty
"7 Castlechurch Close, Newcastle, Co. Dublin"	CoDublin	325991.19	NewProperty
"7 LISCANNOR RD, CABRA WEST"	D7	230000	SecondHand Property
"70 PALMERSTOWN WOODS, CLONDALKIN 2"	D22	276000	SecondHand Property
"75 LEINSTER RD, RATHMINES, "	D6	1363000	SecondHand Property
"79 Drynam Avenue, Kettles Lane, kinsealy"	CoDublin	334991	NewProperty
"8 Dodderbrook Walk, Oldcourt Road, Ballycullen"	D24	350220	NewProperty
"8 FAIRVIEW STRAND, FAIRVIEW, "	CoDublin	434950	SecondHand Property
"8 Grace Park Row, Grace Park Wood, Grace Park Road"	D9	515418.5	NewProperty
"8 St. Agnes Court, Balfe Road, Crumlin"	D12	398000	NewProperty
"85 MERCHAMP, SEAFIELD RD EAST, CLONTARF "	D3	350000	SecondHand Property
"88 BENBULBIN RD, 2"	D12	262000	SecondHand Property
"88 GLENMAROON RD, PALMERSTOWN, 0"	D20	360000	SecondHand Property
"9 St. Agnes Court, Balfe Road, Crumlin"	D12	398000	NewProperty
"9 WATERVILLE ROW, SNUGBOROUGH RD, BLANCHARDSTOWN 5"	D15	290000	SecondHand Property
"97 RIALTO COURT, RIALTO, "	D8	185000	SecondHand Property
"APT 123, HAMPTON SQ, NAVAN RD "	D7	240000	SecondHand Property
"APT 178, THE NEW HARDWICKE, NORTH BRUNSWICK ST"	D7	270000	SecondHand Property
"APT 21  BLOCK A  THE CUBES, BEACON SOUTH QUARTER, SANDYFORD"	CoDublin	238118.03	SecondHand Property
"APT 26, 6 USHERS QUAY, "	D8	195000	SecondHand Property
"APT 4, 19 SUMMERHILL RD, DUN LAOGHAIRE"	CoDublin	300000	SecondHand Property
"APT 64, BLOCK B, SMITHFIELD MARKET "	D7	275000	SecondHand Property
"APT 65 THE WINDMILL, WINDMILL LANE, SIR JOHN RODGERSONS QUAY"	CoDublin	320000	SecondHand Property
"APT 69, BLOCK B, SMITHFIELD MARKET "	D7	275000	SecondHand Property
